Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2021-08-08 12:03:48,false,"Toronto Running","6.10","417","00:31:02","148","174","160","176","5:05","4:17","3","7","1.23","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","31:01.63","1","0.0","00:29:32","00:31:02","71","82"
Running,2021-08-07 08:52:47,false,"Toronto Running","2.34","155","00:13:22","131","150","157","173","5:43","4:44","3","6","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","13:21.98","1","0.0","00:13:01","00:13:22","75","82"
Running,2021-08-06 17:09:03,false,"Toronto Running","3.27","222","00:18:43","136","166","148","169","5:44","4:39","4","6","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","18:42.50","1","0.0","00:16:57","00:18:43","75","81"
Running,2021-08-05 07:50:25,false,"Toronto Running","3.47","229","00:18:15","140","170","158","173","5:15","0:35","3","8","1.20","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","18:14.67","1","0.0","00:18:13","00:18:15","75","83"
Running,2021-08-04 17:17:45,false,"Parry Sound District Running","6.90","384","00:31:04","142","164","141","231","4:30","0:48","28,180","28,348","1.57","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","31:04.21","1","0.0","00:26:32","00:31:04","76","6,123"
Running,2021-08-03 20:00:36,false,"Running","2.08","156","00:10:14","165","185","171","182","4:56","3:57","--","--","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:14.04","1","0.0","00:10:11","00:10:14","--","--"
Other,2021-08-02 14:25:16,false,"Nipissing District Other","5.59","417","01:14:07","103","129","2","150","4.5","9.5","25","35","34.28","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","09:40.05","2","0.0","01:09:17","01:14:11","436","447"
Running,2021-08-02 14:05:20,false,"Nipissing District Running","0.28","46","00:08:34.3","92","116","43","135","30:25","11:18","4","5","0.77","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","08:34.30","1","0.0","00:03:27","00:08:34.3","443","450"
Running,2021-08-02 13:31:46,false,"Nipissing District Running","0.38","52","00:09:25.7","96","125","41","158","24:37","14:46","13","10","0.98","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","09:25.66","1","0.0","00:07:58","00:09:25.7","446","460"
Running,2021-08-02 12:46:18,false,"Nipissing District Running","0.45","89","00:11:55","107","129","25","138","26:27","13:58","15","12","1.51","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:55.19","1","0.0","00:03:38","00:11:55","451","466"
Running,2021-08-02 11:24:34,false,"Nipissing District Running","0.42","44","00:07:39.3","103","121","66","125","18:25","7:21","3","12","0.82","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","07:39.35","1","0.0","00:06:39","00:07:39.3","449","463"
Running,2021-08-02 10:42:54,false,"Nipissing District Running","0.61","90","00:13:49","104","125","36","147","22:37","6:35","14","15","1.22","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","13:48.57","1","0.0","00:09:52","00:13:49","462","476"
Cycling,2021-08-01 18:33:35,false,"Nipissing District Cycling","0.07","3","00:00:39.5","92","101","--","--","6.3","11.6","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:39.47","1","0.0","00:00:39.5","00:00:39.5","453","453"
Running,2021-08-01 12:58:53,false,"Nipissing District Running","0.47","63","00:12:09","94","120","26","134","25:43","12:19","26","10","1.48","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:09.47","1","0.0","00:08:06","00:12:09","455","482"
Running,2021-08-01 12:17:53,false,"Nipissing District Running","0.35","65","00:10:09","104","118","34","158","28:59","11:06","367","8","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:08.55","1","0.0","00:03:58","00:10:09","100","468"
Running,2021-07-31 04:00:01,false,"Toronto Running","2.18","144","00:11:38","138","156","164","173","5:20","4:05","34","6","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:38.32","1","0.0","00:11:38","00:11:38","50","82"
Running,2021-07-30 17:29:24,false,"Toronto Running","5.96","402","00:31:24","144","163","166","206","5:16","4:04","3","7","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","31:24.09","1","0.0","00:30:56","00:31:24","75","100"
Running,2021-07-29 17:19:28,false,"Toronto Running","5.47","341","00:30:07","135","160","158","186","5:30","3:51","106","108","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","30:07.40","1","0.0","00:28:48","00:30:07","75","160"
Running,2021-07-28 17:22:36,false,"Toronto Running","8.01","550","00:43:33","143","174","161","184","5:26","3:54","3","7","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","43:33.40","1","0.0","00:42:12","00:43:33","75","82"
Running,2021-07-27 20:30:31,false,"Mississauga Running","2.50","165","00:17:34","121","145","141","231","7:01","4:57","2","3","1.01","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","17:34.13","1","0.0","00:16:52","00:17:38","182","208"
Running,2021-07-26 17:25:36,false,"Toronto Running","7.39","541","00:36:18","162","191","163","188","4:55","3:37","10","12","1.25","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","36:17.68","1","0.0","00:34:42","00:36:18","75","93"
Running,2021-07-25 19:23:13,false,"Toronto Running","2.77","192","00:15:54","135","154","156","200","5:44","4:41","3","6","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","15:53.72","1","0.0","00:15:14","00:15:54","75","82"
Running,2021-07-24 18:19:28,false,"Toronto Running","5.88","390","00:33:34","136","156","156","184","5:42","4:13","4","6","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","33:33.69","1","0.0","00:32:29","00:33:34","75","84"
Running,2021-07-23 18:17:04,false,"Toronto Running","6.00","421","00:32:17","146","173","161","174","5:23","4:07","4","7","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","32:17.38","1","0.0","00:31:24","00:32:38","75","87"
Running,2021-07-22 17:29:37,false,"Toronto Running","1.09","71","00:06:26.7","127","145","154","169","5:55","5:12","--","4","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","06:26.65","1","0.0","00:05:54","00:06:26.7","82","87"
Running,2021-07-22 17:13:18,false,"Toronto Running","1.05","70","00:07:02.2","121","134","145","167","6:43","4:42","439","347","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","07:02.23","1","0.0","00:06:42","00:07:02.2","82","176"
Running,2021-07-21 18:52:41,false,"Toronto Running","7.19","497","00:35:36","154","185","160","186","4:57","4:00","9","11","1.27","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","35:36.32","1","0.0","00:33:12","00:47:20","75","104"
Running,2021-07-20 19:01:24,false,"Toronto Running","3.27","207","00:19:26","126","150","149","173","5:56","4:05","4","6","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","19:26.02","1","0.0","00:17:28","00:19:26","75","110"
Running,2021-07-19 18:18:23,false,"Toronto Running","8.51","555","00:49:06","137","162","160","176","5:46","4:02","4","6","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","49:06.47","1","0.0","00:46:48","00:49:06","75","93"
Running,2021-07-18 21:46:26,false,"Toronto Running","2.25","144","00:12:29","133","146","162","173","5:32","5:07","3","136","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:28.52","1","0.0","00:12:29","00:12:29","75","211"
Running,2021-07-17 20:00:39,false,"Clarington Running","2.05","179","00:15:20","136","153","161","173","7:29","4:36","13","13","0.83","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","15:19.81","1","0.0","00:15:13","00:15:20","86","91"
Running,2021-07-16 08:35:46,false,"Toronto Running","1.44","97","00:08:04.9","136","168","128","226","5:37","1:02","5","--","1.39","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","08:04.91","1","0.0","00:06:25","00:08:04.9","75","81"
Running,2021-07-16 07:55:15,false,"Toronto Running","1.35","83","00:06:15.0","144","159","162","198","4:37","3:11","--","5","1.34","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","06:14.96","1","0.0","00:06:01","00:06:15.0","77","82"
Running,2021-07-15 07:24:19,false,"Toronto Running","4.08","275","00:24:30","132","149","156","179","6:01","4:31","20","23","1.07","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","24:29.91","1","0.0","00:23:17","00:24:30","75","92"
Running,2021-07-14 17:31:55,false,"Toronto Running","7.73","559","00:42:08","146","167","158","178","5:27","3:53","3","6","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","42:07.99","1","0.0","00:40:32","00:43:46","75","81"
Running,2021-07-13 17:29:52,false,"Toronto Running","12.03","839","01:04:31","145","170","165","174","5:22","0:42","24","25","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:04:31.46","1","0.0","01:04:31","01:04:31","75","107"
Running,2021-07-12 17:22:02,false,"Toronto Running","6.35","445","00:35:17","140","160","158","176","5:33","4:00","3","7","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","35:17.27","1","0.0","00:33:38","00:35:17","75","82"
Running,2021-07-11 10:55:03,false,"Toronto Running","0.89","56","00:05:24.0","124","135","162","167","6:04","5:27","--","2","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:23.95","1","0.0","00:05:24.0","00:05:24.0","75","126"
Running,2021-07-11 10:16:06,false,"Toronto Running","3.25","232","00:19:20","136","157","162","192","5:57","3:28","--","--","1.04","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","19:20.18","1","0.0","00:19:20","00:19:20","75","76"
Running,2021-07-10 08:11:58,false,"Toronto Running","3.63","259","00:19:40","142","157","161","174","5:26","4:18","30","31","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","19:40.20","1","0.0","00:18:47","00:19:40","73","99"
Running,2021-07-09 17:02:52,false,"Toronto Running","7.30","497","00:38:29","144","182","159","244","5:16","2:00","34","35","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","38:28.72","1","0.0","00:36:48","00:42:54","77","107"
Running,2021-07-08 17:22:13,false,"Toronto Running","10.02","630","00:59:41","131","150","161","190","5:57","3:37","7","5","1.04","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","59:41.49","1","0.0","00:57:02","00:59:53","75","97"
Running,2021-07-07 17:48:19,false,"Toronto Running","6.16","411","00:27:54","156","181","172","192","4:32","1:33","3","7","1.28","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","27:54.22","1","0.0","00:27:04","00:27:54","75","85"
Running,2021-07-06 17:39:13,false,"Toronto Running","5.53","420","00:31:05","148","181","146","184","5:37","4:03","43","45","1.22","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","31:04.81","1","0.0","00:27:26","00:31:26","77","121"
Walking,2021-07-05 16:41:06,false,"Blue Mountains Walking","4.03","353","01:22:38","90","129","54","188","20:30","1:22","66","82","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:02.01","5","0.0","00:55:35","02:02:57","304","384"
Running,2021-07-05 08:08:52,false,"Blue Mountains Running","2.00","140","00:16:40","111","126","144","171","8:19","6:01","11","9","0.83","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","16:39.76","1","0.0","00:15:59","00:16:40","210","222"
Running,2021-07-04 08:11:06,false,"Toronto Running","0.41","12","00:01:09.1","125","148","201","223","2:48","2:35","--","--","1.77","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:09.07","1","0.0","00:01:05","00:01:09.1","75","77"
Running,2021-07-04 07:59:26,false,"Toronto Running","1.65","89","00:06:23.5","148","165","184","200","3:52","3:24","2","--","1.40","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","06:23.51","1","0.0","00:06:19","00:06:23.5","75","77"
Running,2021-07-04 07:47:54,false,"Toronto Running","1.37","92","00:07:50.9","132","148","162","174","5:43","4:50","--","--","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:05.48","2","0.0","00:07:43","00:11:16","75","77"
Running,2021-07-03 07:27:24,false,"Toronto Running","2.67","173","00:13:56","136","146","165","174","5:13","4:51","3","7","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","13:56.15","1","0.0","00:13:50","00:13:56","75","82"
Running,2021-07-02 17:34:47,false,"Toronto Running","4.51","303","00:22:37","144","164","167","184","5:01","4:13","3","6","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","22:36.94","1","0.0","00:22:10","00:22:37","75","83"
Running,2021-07-01 07:44:04,false,"Toronto Running","2.12","128","00:12:20","124","139","163","169","5:49","5:24","3","6","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","12:19.84","1","0.0","00:12:15","00:12:20","75","81"
Running,2021-06-30 07:48:08,false,"Toronto Running","8.01","573","00:41:02","150","172","168","182","5:07","4:16","3","7","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","41:01.50","1","0.0","00:40:29","00:41:02","75","83"
Running,2021-06-29 17:07:20,false,"Toronto Running","6.62","433","00:34:01","141","168","163","190","5:08","3:49","5","9","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","34:01.05","1","0.0","00:33:25","00:34:01","75","82"
Running,2021-06-28 08:06:22,false,"Toronto Running","6.21","476","00:32:43","155","167","167","204","5:16","4:22","3","6","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","32:43.39","1","0.0","00:32:05","00:32:43","75","82"
Running,2021-06-27 08:18:06,false,"Toronto Running","4.27","329","00:24:08","147","171","164","231","5:39","4:42","6","7","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","24:07.62","1","0.0","00:23:46","00:24:08","70","81"
Running,2021-06-26 15:43:15,false,"Toronto Running","8.01","609","00:41:52","153","169","168","180","5:14","3:57","3","6","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","41:52.48","1","0.0","00:40:58","00:41:52","75","81"
Running,2021-06-25 17:15:24,false,"Toronto Running","5.90","472","00:30:23","162","181","167","217","5:09","4:15","4","6","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","30:23.44","1","0.0","00:30:06","00:30:23","75","90"
Running,2021-06-24 17:35:24,false,"Toronto Running","6.29","422","00:30:48","146","172","170","206","4:54","3:16","5","6","1.20","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","30:48.43","1","0.0","00:30:19","00:31:03","75","93"
Running,2021-06-23 19:43:42,false,"Toronto Running","6.39","420","00:33:39","140","167","168","188","5:16","3:55","3","6","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","33:39.25","1","0.0","00:32:41","00:33:39","73","82"
Running,2021-06-22 17:08:14,false,"Toronto Running","8.04","541","00:43:32","141","170","160","215","5:25","4:00","3","6","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","43:31.97","1","0.0","00:40:52","00:44:13","75","81"
Running,2021-06-21 07:51:38,false,"Toronto Running","5.09","367","00:27:07","146","163","165","182","5:20","4:13","4","7","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","27:07.36","1","0.0","00:26:35","00:27:07","66","82"
Running,2021-06-20 09:18:26,false,"Toronto Running","6.03","431","00:46:05","123","176","134","190","7:38","3:54","--","--","0.98","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","46:04.67","1","0.0","00:38:43","00:46:05","75","75"
Running,2021-06-19 08:02:19,false,"Toronto Running","5.46","343","00:33:22","127","142","161","174","6:07","4:57","6","315","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","33:22.47","1","0.0","00:32:26","00:33:22","75","388"
Running,2021-06-18 17:27:21,false,"Toronto Running","6.26","412","00:33:55","138","153","167","180","5:25","4:41","4","6","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","33:55.45","1","0.0","00:33:35","00:33:55","75","86"
Running,2021-06-17 17:36:23,false,"Toronto Running","13.55","942","01:13:49","147","168","157","186","5:27","4:17","19","22","1.17","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:13:48.80","1","0.0","01:07:38","01:13:49","75","91"
Running,2021-06-16 08:04:51,false,"Toronto Running","5.09","370","00:29:27","141","154","157","180","5:47","4:37","6","6","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","29:26.66","1","0.0","00:27:25","00:29:27","70","81"
Running,2021-06-15 16:38:08,false,"Toronto Running","8.08","585","00:41:09","153","174","165","226","5:06","3:33","4","6","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","41:09.17","1","0.0","00:38:46","00:41:09","75","112"
Running,2021-06-14 17:55:00,false,"Toronto Running","10.62","755","00:52:05","155","178","171","198","4:54","3:18","3","7","1.19","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","52:05.00","1","0.0","00:50:15","00:52:41","75","83"
Running,2021-06-13 18:30:39,false,"Toronto Running","5.73","415","00:33:51","139","167","150","186","5:54","4:23","127","117","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","33:50.68","1","0.0","00:32:14","00:33:51","75","147"
Walking,2021-06-12 16:50:52,false,"Trent Hills Walking","4.87","369","01:19:35","94","113","78","176","16:21","7:23","79","79","0.79","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","13:47.02","5","0.0","01:11:22","01:19:42","133","192"
Running,2021-06-12 10:14:45,false,"Trent Hills Running","4.01","296","00:22:23","141","158","173","180","5:35","4:50","18","14","1.04","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","22:22.93","1","0.0","00:22:15","00:22:23","137","149"
Running,2021-06-11 06:51:41,false,"Toronto Running","7.73","551","00:42:06","144","161","170","215","5:27","4:27","24","26","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","04:29.90","2","0.0","00:40:41","00:42:06","75","95"
Running,2021-06-10 12:22:24,false,"Toronto Running","5.42","380","00:29:37","145","167","159","200","5:28","4:15","6","6","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","29:36.92","1","0.0","00:27:15","00:29:37","59","107"
Running,2021-06-09 11:41:59,false,"Toronto Running","6.40","479","00:31:26","160","182","177","192","4:55","4:06","5","8","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","31:26.19","1","0.0","00:31:00","00:31:26","75","84"
Running,2021-06-08 17:09:15,false,"Toronto Running","5.50","359","00:28:23","141","174","170","195","5:10","4:05","43","46","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","28:22.83","1","0.0","00:28:04","00:28:23","76","120"
Running,2021-06-07 17:43:05,false,"Toronto Running","7.41","578","00:42:05","150","177","162","188","5:41","4:26","--","6","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","42:04.92","1","0.0","00:38:56","00:42:05","73","81"
Running,2021-06-06 08:23:29,false,"Toronto Running","4.51","311","00:25:50","136","147","173","182","5:44","5:06","3","6","1.01","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","25:49.57","1","0.0","00:25:28","00:25:50","75","82"
Running,2021-06-05 09:05:27,false,"Toronto Running","6.33","490","00:37:33","144","169","171","192","5:56","4:19","3","6","0.99","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","37:33.31","1","0.0","00:36:36","00:37:33","69","81"
Running,2021-06-04 17:18:23,false,"Toronto Running","10.79","795","01:00:21","147","171","164","198","5:36","3:33","27","30","1.09","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:00:20.87","1","0.0","00:55:44","01:00:21","75","99"
Running,2021-06-03 17:14:19,false,"Toronto Running","13.23","931","01:12:13","146","165","167","237","5:28","3:53","20","23","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:12:12.99","1","0.0","01:07:07","01:12:13","75","92"
Running,2021-06-02 18:09:16,false,"Toronto Running","4.01","277","00:21:30","140","155","177","186","5:21","4:49","--","12","1.05","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","21:29.54","1","0.0","00:21:30","00:21:30","75","87"
Cycling,2021-06-01 19:06:00,false,"Toronto Cycling","3.42","98","00:13:29","107","123","--","--","15.2","28.3","7","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","13:28.53","1","0.0","00:12:02","00:13:29","75","83"
Running,2021-06-01 17:57:17,false,"Toronto Running","7.55","550","00:40:59","145","168","176","192","5:26","4:38","--","--","1.05","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","40:58.87","1","0.0","00:40:22","00:40:59","75","75"
Running,2021-05-31 17:34:43,false,"Toronto Running","8.50","595","00:43:26","149","181","169","200","5:07","2:12","31","35","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","43:25.53","1","0.0","00:40:12","00:43:26","75","100"
Running,2021-05-30 09:13:33,false,"Toronto - 5k Speed","7.12","502","00:43:44","142","185","133","200","6:08","3:22","3","2","1.24","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:12.75","16","0.0","00:33:21","00:43:44","75","77"
Running,2021-05-29 13:58:49,false,"Toronto Running","1.09","72","00:05:10.6","150","173","169","192","4:46","3:41","38","36","1.24","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:10.57","1","0.0","00:04:47","00:05:10.6","80","118"
Running,2021-05-29 13:39:59,false,"Toronto Running","2.00","149","00:11:56","137","149","155","194","5:58","3:34","2","2","1.08","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","11:56.03","1","0.0","00:10:31","00:11:56","79","82"
Running,2021-05-29 10:28:45,false,"Toronto Running","3.84","260","00:19:27","145","173","168","190","5:04","4:12","151","153","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","19:27.20","1","0.0","00:18:49","00:29:57","77","140"
Running,2021-05-28 17:41:14,false,"Toronto Running","5.45","368","00:29:26","141","164","161","184","5:24","3:59","4","7","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","29:26.43","1","0.0","00:27:07","00:29:26","75","82"
Running,2021-05-27 17:11:24,false,"Toronto Running","11.54","851","01:01:15","157","191","164","190","5:18","4:04","36","39","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:01:15.38","1","0.0","00:56:24","01:01:15","75","101"
Running,2021-05-26 17:31:49,false,"Toronto Running","5.07","358","00:30:41","136","152","149","178","6:03","4:54","22","20","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","30:41.06","1","0.0","00:28:07","00:30:41","75","97"
Running,2021-05-25 21:25:10,false,"Toronto Running","5.46","422","00:30:30","151","166","162","244","5:35","4:30","2","--","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","30:30.16","1","0.0","00:29:06","00:31:13","75","90"
Running,2021-05-25 17:59:34,false,"Toronto Running","8.15","584","00:42:47","148","168","165","231","5:15","4:19","40","46","1.15","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","42:47.33","1","0.0","00:41:39","00:43:35","75","119"
Running,2021-05-24 09:20:31,false,"Toronto Running","4.01","275","00:20:48","142","155","166","176","5:12","4:52","--","--","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","20:47.96","1","0.0","00:20:48","00:20:48","75","75"
Running,2021-05-23 07:32:49,false,"Toronto Running","3.93","283","00:21:17","143","157","162","176","5:25","4:24","5","7","1.14","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","21:17.41","1","0.0","00:20:53","00:21:17","71","87"
Running,2021-05-22 07:58:33,false,"Toronto Running","4.06","286","00:24:15","134","169","165","186","5:59","4:08","--","1","1.01","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","24:14.74","1","0.0","00:24:09","00:24:15","75","76"
Running,2021-05-21 07:11:13,false,"Toronto Running","2.56","174","00:15:43","130","144","158","205","6:08","5:18","3","6","1.03","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","15:42.97","1","0.0","00:15:13","00:15:43","75","81"
Running,2021-05-20 18:14:41,false,"Toronto Running","7.26","564","00:40:02","150","165","164","173","5:31","5:08","--","--","1.11","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","40:01.59","1","0.0","00:40:01","00:40:02","75","75"
Running,2021-05-19 17:52:29,false,"Toronto - 5k Speed","7.56","568","00:49:19","142","175","126","219","6:32","3:24","--","--","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:05.22","16","0.0","00:37:35","00:49:19","75","75"
Cycling,2021-05-18 21:27:59,false,"Toronto Cycling","7.26","161","00:25:39","104","118","--","--","17.0","28.1","4","28","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","09:05.15","2","0.0","00:24:11","00:25:39","82","112"
Cycling,2021-05-18 19:29:03,false,"Toronto Cycling","3.98","174","00:19:59","117","134","--","--","12.0","26.6","18","28","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","19:59.38","1","0.0","00:14:28","00:19:59","96","118"
Running,2021-05-18 17:40:04,false,"Toronto Running","5.24","366","00:32:14","134","158","144","215","6:09","4:45","5","6","1.13","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","32:13.82","1","0.0","00:28:05","00:32:14","75","81"
Running,2021-05-17 17:22:09,false,"Toronto Running","5.47","378","00:32:47","136","158","149","180","5:59","4:38","5","7","1.12","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","32:46.82","1","0.0","00:29:08","00:32:47","72","82"
Running,2021-05-16 09:24:05,false,"Toronto Running","4.50","319","00:24:54","142","156","165","215","5:32","4:40","5","6","1.10","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","24:53.91","1","0.0","00:24:14","00:24:54","74","85"
Running,2021-05-15 12:35:37,false,"Toronto Running","14.42","1,081","01:14:03","159","184","167","190","5:08","4:08","47","50","1.17","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:14:02.78","1","0.0","01:10:00","01:14:03","75","114"
Cycling,2021-05-14 19:16:50,false,"Toronto Cycling","6.33","248","00:42:27","103","117","--","--","8.9","25.9","60","18","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","10:36.60","2","0.0","00:25:10","00:43:17","75","116"
Running,2021-05-14 18:49:18,false,"Toronto Running","1.34","102","00:06:43.0","163","178","169","178","5:01","4:50","--","--","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","06:43.03","1","0.0","00:06:36","00:06:43.0","75","75"
Running,2021-05-14 18:30:16,false,"Toronto - Speed","1.90","199","00:17:15","137","165","70","231","9:04","2:26","--","--","1.75","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:27.41","23","0.0","00:06:44.5","00:17:17","75","75"
